Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Open Access,Source
"Kuruppu A.I., Paranagama P., De Silva R.","Anticancer potential of natural products: A review focusing on Sri Lankan plants",2019,"Frontiers in Bioscience - Scholar","11","1",,"161","177",,7,"10.2741/S532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062583314&doi=10.2741%2fS532&partnerID=40&md5=7e07953916c01f5da9408e078e7d9414","In the pharmaceutical industry, the expected surge in production of new therapeutic entities promised by technological advances, such as high-throughput screening, synthetic libraries and advances in molecular biology and genomics, has not materialized. The unique structural diversity of natural products continues to provide opportunities to discover novel compounds. Secondary metabolites, active components of natural products such as marine organisms, microbial organisms and terrestrial plants, are particularly exciting untapped resources for exploration as medicines. Sri Lanka is home to around 3700 plant species, half of which are considered as medicinal plants. Seventy per cent of the Sri Lankan population relies on this plant-based traditional medicine system for treating various illnesses such as tumors. As such these medicinal plant sources should be used to conquer terminal diseases and for prevention of diseases. Sri Lankan researchers have found several plant species that possess cytotoxic activity. This review summarizes the current information regarding the Sri Lankan plant materials that possess anticancer properties. © 2019 Frontiers in Bioscience. All rights reserved.","Anticancer activity; Chemical compounds; Cytotoxicity; Natural products; Plants; Review","natural product; antineoplastic agent; plant extract; antineoplastic activity; Article; cytotoxicity; drug development; marine species; medicinal plant; organisms; Sri Lanka; terrestrial plant; traditional medicine; aquatic species; chemistry; combinatorial chemistry; human; interdisciplinary communication; medicinal plant; neoplasm; phytotherapy; procedures; species difference; Antineoplastic Agents; Aquatic Organisms; Combinatorial Chemistry Techniques; Drug Discovery; Humans; Interdisciplinary Communication; Medicine, Traditional; Neoplasms; Phytotherapy; Plant Extracts; Plants, Medicinal; Species Specificity; Sri Lanka",Article,"",Scopus
"Bernatchez S., Xuereb A., Laporte M., Benestan L., Steeves R., Laflamme M., Bernatchez L., Mallet M.A.","Seascape genomics of eastern oyster (Crassostrea virginica) along the Atlantic coast of Canada",2019,"Evolutionary Applications","12","3",,"587","609",,22,"10.1111/eva.12741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059089053&doi=10.1111%2feva.12741&partnerID=40&md5=f9ccd06d52ecd0828f1aa9fa325bf628","Interactions between environmental factors and complex life-history characteristics of marine organisms produce the genetic diversity and structure observed within species. Our main goal was to test for genetic differentiation among eastern oyster populations from the coastal region of Canadian Maritimes against expected genetic homogeneity caused by historical events, taking into account spatial and environmental (temperature, salinity, turbidity) variation. This was achieved by genotyping 486 individuals originating from 13 locations using RADSeq. A total of 11,321 filtered SNPs were used in a combination of population genomics and environmental association analyses. We revealed significant neutral genetic differentiation (mean F ST  = 0.009) between sampling locations, and the occurrence of six major genetic clusters within the studied system. Redundancy analyses (RDAs) revealed that spatial and environmental variables explained 3.1% and 4.9% of the neutral genetic variation and 38.6% and 12.2% of the putatively adaptive genetic variation, respectively. These results indicate that these environmental factors play a role in the distribution of both neutral and putatively adaptive genetic diversity in the system. Moreover, polygenic selection was suggested by genotype–environment association analysis and significant correlations between additive polygenic scores and temperature and salinity. We discuss our results in the context of their conservation and management implications for the eastern oyster. © 2018 The Authors. Evolutionary Applications published by John Wiley & Sons Ltd","aquaculture; genomics; genotype by sequencing; oyster; population genetics; RADSeq",,Article,"All Open Access, Gold, Green",Scopus
"Lopez J.V., Kamel B., Medina M., Collins T., Baums I.B.","Multiple Facets of Marine Invertebrate Conservation Genomics",2019,"Annual Review of Animal Biosciences","7",,,"473","497",,5,"10.1146/annurev-animal-020518-115034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061649841&doi=10.1146%2fannurev-animal-020518-115034&partnerID=40&md5=2f172ebb3a1675db8f5eaaea3fc49999","Conservation genomics aims to preserve the viability of populations and the biodiversity of living organisms. Invertebrate organisms represent 95% of animal biodiversity; however, few genomic resources currently exist for the group. The subset of marine invertebrates includes the most ancient metazoan lineages and possesses codes for unique gene products and possible keys to adaptation. The benefits of supporting invertebrate conservation genomics research (e.g., likely discovery of novel genes, protein regulatory mechanisms, genomic innovations, and transposable elements) outweigh the various hurdles (rare, small, or polymorphic starting materials). Here we review best conservation genomics practices in the laboratory and in silico when applied to marine invertebrates and also showcase unique features in several case studies of acroporid corals, crown-of-thorns starfish, apple snails, and abalone. Marine conservation genomics should also address how diversity can lead to unique marine innovations, the impact of deleterious variation, and how genomic monitoring and profiling could positively affect broader conservation goals (e.g., value of baseline data for in situ/ex situ genomic stocks). Copyright © 2019 by Annual Reviews. All rights reserved.","biodiversity; endangered; genomics; invasive; marine invertebrates","acetylsalicylic acid; paclitaxel; abalone; algorithm; amino acid sequence; amino acid substitution; biodiversity; bleaching; Bugula neritina; cell lineage; community care; conceptual framework; conservation biology; coral reef; CRISPR Cas system; demography; densitometry; DNA barcoding; DNA library; downstream processing; evolutionary adaptation; flow cytometry; gene control; gene frequency; genetic linkage; genomics; genotype phenotype correlation; haplotype; invertebrate; marine bacterium; microbial diversity; molecular biology; molecular genetics; morphology; nematode; nonhuman; phylogenetic tree; point mutation; polymerase chain reaction; polyploidy; population; population genetics; process optimization; Review; sequence analysis; taxonomy; technology; temperature; transcriptomics; adaptation; animal; aquatic species; environmental protection; genetics; genomics; invertebrate; physiology; procedures; Adaptation, Physiological; Animals; Aquatic Organisms; Biodiversity; Conservation of Natural Resources; Genomics; Invertebrates",Review,"",Scopus
"Romero M.R., Pérez-Figueroa A., Carrera M., Swanson W.J., Skibinski D.O.F., Diz A.P.","RNA-seq coupled to proteomic analysis reveals high sperm proteome variation between two closely related marine mussel species",2019,"Journal of Proteomics","192",,,"169","187",,8,"10.1016/j.jprot.2018.08.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054446790&doi=10.1016%2fj.jprot.2018.08.020&partnerID=40&md5=b860f39929eebdcd6f48cfbcfd9a0174","Speciation mechanisms in marine organisms have attracted great interest because of the apparent lack of substantial barriers to genetic exchange in marine ecosystems. Marine mussels of the Mytilus edulis species complex provide a good model to study mechanisms underlying species formation. They hybridise extensively at many localities and both pre- and postzygotic isolating mechanisms may be operating. Mussels have external fertilisation and sperm cells should show specific adaptations for survival and successful fertilisation. Sperm thus represent key targets in investigations of the molecular mechanisms underlying reproductive isolation. We undertook a deep transcriptome sequencing (RNA-seq) of mature male gonads and a 2DE/MS-based proteome analysis of sperm from Mytilus edulis and M. galloprovincialis raised in a common environment. We provide evidence of extensive expression differences between the two mussel species, and general agreement between the transcriptomic and proteomic results in the direction of expression differences between species. Differential expression is marked for mitochondrial genes and for those involved in spermatogenesis, sperm motility, sperm-egg interactions, the acrosome reaction, sperm capacitation, ATP reserves and ROS production. Proteins and their corresponding genes might thus be good targets in further genomic analysis of reproductive barriers between these closely related species. Significance: Model systems for the study of fertilization include marine invertebrates with external fertilisation, such as abalones, sea urchins and mussels, because of the ease with which large quantities of gametes released into seawater can be collected after induced spawning. Unlike abalones and sea urchins, hybridisation has been reported between mussels of different Mytilus spp., which thus makes them very appealing for the study of reproductive isolation at both pre- and postzygotic levels. There is a lack of empirical proteomic studies on sperm samples comparing different Mytilus species, which could help to advance this study. A comparative analysis of sperm proteomes across different taxa may provide important insights into the fundamental molecular processes and mechanisms involved in reproductive isolation. It might also contribute to a better understanding of sperm function and of the adaptive evolution of sperm proteins in different taxa. There is now growing evidence from genomics studies that multiple protein complexes and many individual proteins might have important functions in sperm biology and the fertilisation process. From an applied perspective, the identification of sperm-specific proteins could also contribute to the improved understanding of fertility problems and as targets for fertility control. © 2018 Elsevier B.V.","External fertilisation; Gonad; Marine invertebrates; Proteomics; Reproductive isolation; Speciation; Sperm; Transcriptomics","proteome; transcriptome; proteome; acrosome reaction; amino acid sequence; Article; birth control; controlled study; gene expression; genetic difference; genomics; introspection; male; marine environment; marine invertebrate; marine species; mitochondrial gene; multiple sclerosis; Mytilus edulis; Mytilus galloprovincialis; nonhuman; priority journal; protein analysis; protein database; proteomics; reproductive isolation; RNA sequence; sea urchin; spermatogenesis; spermatozoon capacitation; spermatozoon motility; two dimensional electrophoresis; animal; genetics; metabolism; Mytilus edulis; sequence analysis; species difference; spermatozoon; Animals; Male; Mytilus edulis; Proteome; Sequence Analysis, RNA; Species Specificity; Spermatozoa",Article,"All Open Access, Green",Scopus
"Choquet M., Smolina I., Dhanasiri A.K.S., Blanco-Bercial L., Kopp M., Jueterbock A., Sundaram A.Y.M., Hoarau G.","Towards population genomics in non-model species with large genomes: A case study of the marine zooplankton Calanus finmarchicus",2019,"Royal Society Open Science","6","2","180608","","",,17,"10.1098/rsos.180608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062777155&doi=10.1098%2frsos.180608&partnerID=40&md5=7e3437c1e76cd19ffede703670be53e6","Advances in next-generation sequencing technologies and the development of genome-reduced representation protocols have opened the way to genome-wide population studies in non-model species. However, species with large genomes remain challenging, hampering the development of genomic resources for a number of taxa including marine arthropods. Here, we developed a genome-reduced representation method for the ecologically important marine copepod Calanus finmarchicus (haploid genome size of 6.34 Gbp). We optimized a capture enrichment-based protocol based on 2656 single-copy genes, yielding a total of 154 087 high-quality SNPs in C. finmarchicus including 62 372 in common among the three locations tested. The set of capture probes was also successfully applied to the congeneric C. glacialis. Preliminary analyses of these markers revealed similar levels of genetic diversity between the two Calanus species, while populations of C. glacialis showed stronger genetic structure compared to C. finmarchicus. Using this powerful set of markers, we did not detect any evidence of hybridization between C. finmarchicus and C. glacialis. Finally, we propose a shortened version of our protocol, offering a promising solution for population genomics studies in non-model species with large genomes. © 2019 The Authors.","Calanus spp; Genome reduced-representation; Sequence capture enrichment",,Article,"All Open Access, Gold, Green",Scopus
"Binks R.M., Byrne M., McMahon K., Pitt G., Murray K., Evans R.D.","Habitat discontinuities form strong barriers to gene flow among mangrove populations, despite the capacity for long-distance dispersal",2019,"Diversity and Distributions","25","2",,"298","309",,27,"10.1111/ddi.12851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055685775&doi=10.1111%2fddi.12851&partnerID=40&md5=33ef39db9416e05f0379cbbffa97b69d","Aim: Mangrove forests are among the world's most important ecosystems but are declining rapidly worldwide. Effective conservation management requires a better understanding of the patterns and drivers of gene flow across a range of spatial scales. Despite the capacity for long-distance propagule dispersal, field studies suggest that mangrove propagules tend not to disperse far from the release point, which has important implications for the impact of habitat discontinuities on gene flow. We use a comprehensive seascape genomics approach to investigate this concept in the world's most widely distributed mangrove species, Avicennia marina. Location: Twenty-one sites along 2,400 km of Western Australian coastline. Methods: We used 6,162 neutral SNP loci and a hierarchical sampling design to investigate patterns of gene flow and structuring among 21 populations of A. marina. We combined these data with GIS spatial analyses in a regression model to test the relative influence of habitat continuity and geographic distance on patterns of genetic differentiation. Results: We found a complex pattern of gene flow; broadscale isolation-by-distance, disrupted by strong genetic discontinuities that coincided with gaps in mangrove distribution. These genetic discontinuities formed seven discrete subpopulations with negligible evidence for recent migration among them. The regression model combining marine geographic distance and habitat continuity as explanatory variables best fit the data, explaining 86% of the total genetic variation. Main Conclusions: Our results validate previous assertions that propagule dispersal in A. marina is spatially limited and demonstrate that significant gaps in mangrove distribution present strong barriers to stepping-stone gene flow in this species. This reiterates that dispersive life history features cannot be assumed to lead to widespread connectivity and demonstrates that effective management of these important ecosystem builders should prioritize restoring habitat continuity and minimizing further fragmentation. © 2018 John Wiley & Sons Ltd","Avicennia marina; genotyping-by-sequencing; habitat discontinuities; mangrove; marine connectivity; propagule dispersal; seascape genomics","connectivity; conservation management; discontinuity; dispersal; gene flow; genetic differentiation; genomics; genotype; habitat; mangrove; migration; propagule; subpopulation; Australia; Western Australia; Avicennia marina",Article,"All Open Access, Bronze",Scopus
"Schroer W.F.","Omics techniques in marine microbiology",2019,"Encyclopedia of Ocean Sciences",,,,"759","764",,1,"10.1016/B978-0-12-409548-9.11235-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079080767&doi=10.1016%2fB978-0-12-409548-9.11235-7&partnerID=40&md5=c2f5f279147bed12eb7c48cf6e465968","Omics refers to several fields in biology that end with the suffix «-omics.» This includes the fields of genomics, transcriptomics, and proteomics. These fields revolve around surveying cellular DNA, mRNA, or proteins, respectively, with the goal of determining the metabolic function of an organism. The «meta-omics» fields, for example metagenomics, scale this survey up from an individual organism to a complex community. Meta-omics tools are widely employed in marine microbial ecology to gain insights into the structure of marine microbial communities as well as the functional role they play in shaping ocean ecosystems. © 2019 Elsevier Ltd.","Bioinformatics; Genomics; Metabolomics; Microbial community function; Microbial ecology; Proteomics; Transcriptomics",,Book Chapter,"",Scopus
"Meile C., Scheibe T.D.","Reactive transport modeling of microbial dynamics",2019,"Elements","15","2",,"111","116",,12,"10.2138/gselements.15.2.111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077926360&doi=10.2138%2fgselements.15.2.111&partnerID=40&md5=c3b3e3a91c5741caf1b2d483ab5b922e","Reactive transport modeling of microbially mediated processes has contributed significantly to an improved understanding of elemental cycling in Earth’s near-surface environments. We describe key characteristics of microbial reactive transport models, recent advances in modeling approaches, and the application of such models to terrestrial and marine environmental problems. We introduce relevant case studies and discuss ways to integrate omics data (e.g., genomics, proteomics, metabolomics) that can inform and validate microbial reactive transport models, thereby improving our ability to address some of the grand challenges in a changing world. © 2019 Mineralogical Society of America. All rights reserved.","Biogeochemistry; Microbial dynamics; Model–data integration; Omics data; Reactive transport modeling","Biogeochemistry; Proteomics; Environmental problems; Grand Challenge; Key characteristics; Microbial dynamics; Model approach; Omics data; Reactive transport modeling; Reactive transport models; Data integration; biogeochemistry; microorganism; modeling; reactive transport",Article,"",Scopus
"Del Campo J., Heger T.J., Rodríguez-Martínez R., Worden A.Z., Richards T.A., Massana R., Keeling P.J.","Assessing the diversity and distribution of apicomplexans in host and free-living environments using high-throughput amplicon data and a phylogenetically informed reference framework",2019,"Frontiers in Microbiology","10","OCT","2373","","",,16,"10.3389/fmicb.2019.02373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074567946&doi=10.3389%2ffmicb.2019.02373&partnerID=40&md5=553bc7f804640772bd68770cf197dbf3","Apicomplexans are a group of microbial eukaryotes that contain some of the most well-studied parasites, including the causing agents of toxoplasmosis and malaria, and emergent diseases like cryptosporidiosis or babesiosis. Decades of research have illuminated the pathogenic mechanisms, molecular biology, and genomics of model apicomplexans, but we know little about their diversity and distribution in natural environments. In this study we analyze the distribution of apicomplexans across a range of both host-associated and free-living environments. Using publicly available small subunit (SSU) rRNA gene databases, high-throughput environmental sequencing (HTES) surveys, and our own generated HTES data, we developed an apicomplexan reference database, which includes the largest apicomplexan SSU rRNA tree available to date and encompasses comprehensive sampling of this group and their closest relatives. This tree allowed us to identify and correct incongruences in the molecular identification of apicomplexan sequences. Analyzing the diversity and distribution of apicomplexans in HTES studies with this curated reference database also showed a widespread, and quantitatively important, presence of apicomplexans across a variety of free-living environments. These data allow us to describe a remarkable molecular diversity of this group compared with our current knowledge, especially when compared with that identified from described apicomplexan species. This is most striking in marine environments, where potentially the most diverse apicomplexans apparently exist, but have not yet been formally recognized. The new database will be useful for microbial ecology and epidemiological studies, and provide valuable reference for medical and veterinary diagnosis especially in cases of emerging, zoonotic, and cryptic infections. © 2019 del Campo, Heger, Rodríguez-Martínez, Worden, Richards, Massana and Keeling.","Apicomplexans; Classification; Distribution; Diversity; Environmental sequencing; Metabarcoding; Phylogeny; Reference database","small subunit ribosomal RNA; amplicon; Apicomplexa; Article; biodiversity; conceptual framework; cryptosporidiosis; Cryptosporidium; ecology; gene sequence; genomics; high throughput sequencing; human; knowledge; malaria; maximum likelihood method; molecular biology; nonhuman; phylogeny; piroplasmosis; Plasmodium falciparum; taxonomy; toxoplasmosis",Article,"All Open Access, Gold, Green",Scopus
"Warwick-Dugdale J., Solonenko N., Moore K., Chittick L., Gregory A.C., Allen M.J., Sullivan M.B., Temperton B.","Long-read viral metagenomics captures abundant and microdiverse viral populations and their niche-defining genomic islands",2019,"PeerJ","2019","4","6800","","",,48,"10.7717/peerj.6800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073764060&doi=10.7717%2fpeerj.6800&partnerID=40&md5=0c1aeb1efc18d6737ca225a2e4388834","Civil, Environmental and Geodetic Engineering, Ohio State University, Columbus, OH, United States of America ABSTRACT Marine viruses impact global biogeochemical cycles via their influence on host community structure and function, yet our understanding of viral ecology is constrained by limitations in host culturing and a lack of reference genomes and ùniversal' gene markers to facilitate community surveys. Short-read viral metagenomic studies have provided clues to viral function and first estimates of global viral gene abundance and distribution, but their assemblies are confounded by populations with high levels of strain evenness and nucleotide diversity (microdiversity), limiting assembly of some of the most abundant viruses on Earth. Such features also challenge assembly across genomic islands containing niche-defining genes that drive ecological speciation. These populations and features may be successfully captured by single-virus genomics and fosmid-based approaches, at least in abundant taxa, but at considerable cost and technical expertise. Here we established a low-cost, low-input, high throughput alternative sequencing and informatics workflow to improve viral metagenomic assemblies using short-read and long-read technology. The VirION' (Viral, long-read metagenomics via MinION sequencing) approach was first validated using mock communities where it was found to be as relatively quantitative as short-read methods and provided significant improvements in recovery of viral genomes. We then then applied VirION to the first metagenome from a natural viral community from the Western English Channel. In comparison to a short-read only approach, VirION: (i) increased number and completeness of assembled viral genomes; (ii) captured abundant, highly microdiverse virus populations, and (iii) captured more and longer genomic islands. Together, these findings suggest that VirION provides a high throughput and cost-effective alternative to fosmid and single-virus genomic approaches to more comprehensively explore viral communities in nature. © Copyright 2019 Warwick-Dugdale et al.","Assembly; Long-read sequencing; Marine microbiology; Metagenome; Viral ecology; Viral metagenomics; Virome; Virus","article; ecology; English Channel; fosmid; genomic island; information science; metagenome; metagenomics; microbiology; quantitative analysis; virion; virus genome; workflow",Article,"All Open Access, Gold, Green",Scopus
"Lynch J.B., Schwartzman J.A., Bennett B.D., McAnulty S.J., Knop M., Nyholm S.V., Ruby E.G.","Ambient pH alters the protein content of outer membrane vesicles, driving host development in a beneficial symbiosis",2019,"Journal of Bacteriology","201","20","e00319-19","","",,15,"10.1128/JB.00319-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072546857&doi=10.1128%2fJB.00319-19&partnerID=40&md5=e0b14669a772d0b37aa00323e6dfacdb","Outer membrane vesicles (OMVs) are continuously produced by Gram-negative bacteria and are increasingly recognized as ubiquitous mediators of bacterial physiology. In particular, OMVs are powerful effectors in interorganismal interactions, driven largely by their molecular contents. These impacts have been studied extensively in bacterial pathogenesis but have not been well documented within the context of mutualism. Here, we examined the proteomic composition of OMVs from the marine bacterium Vibrio fischeri, which forms a specific mutualism with the Hawaiian bobtail squid, Euprymna scolopes. We found that V. fischeri upregulates transcription of its major outer membrane protein, OmpU, during growth at an acidic pH, which V. fischeri experiences when it transitions from its environmental reservoir to host tissues. We used comparative genomics and DNA pulldown analyses to search for regulators of ompU and found that differential expression of ompU is governed by the OmpR, H-NS, and ToxR proteins. This transcriptional control combines with nutritional conditions to govern OmpU levels in OMVs. Under a host-encountered acidic pH, V. fischeri OMVs become more potent stimulators of symbiotic host development in an OmpU-dependent manner. Finally, we found that symbiotic development could be stimulated by OMVs containing a homolog of OmpU from the pathogenic species Vibrio cholerae, connecting the role of a well-described virulence factor with a mutualistic element. This work explores the symbiotic effects of OMV variation, identifies regulatory machinery shared between pathogenic and mutualistic bacteria, and provides evidence of the role that OMVs play in animal-bacterium mutualism. IMPORTANCE Beneficial bacteria communicate with their hosts through a variety of means. These communications are often carried out by a combination of molecules that stimulate responses from the host and are necessary for development of the relationship between these organisms. Naturally produced bacterial outer membrane vesicles (OMVs) contain many of those molecules and can stimulate a wide range of responses from recipient organisms. Here, we describe how a marine bacterium, Vibrio fischeri, changes the makeup of its OMVs under conditions that it experiences as it goes from its free-living lifestyle to associating with its natural host, the Hawaiian bobtail squid. This work improves our understanding of how bacteria change their signaling profile as they begin to associate with their beneficial partner animals. © 2019 American Society for Microbiology. All Rights Reserved.","Outer membrane vesicles; Squid-Vibrio symbiosis; Vibrio fischeri","OmpU protein; outer membrane protein; unclassified drug; virulence factor; outer membrane protein; acidity; Aliivibrio fischeri; Article; bacterial cell; bacterial growth; bacterial outer membrane; Euprymna scolopes; gene expression; genomics; membrane vesicle; nonhuman; priority journal; protein content; proteomics; squid; symbiosis; transcription regulation; Aliivibrio fischeri; animal; Decapodiformes; exosome; gene expression regulation; genetics; metabolism; microbiology; pH; physiology; procedures; proteomics; symbiosis; upregulation; Aliivibrio fischeri; Animals; Bacterial Outer Membrane Proteins; Decapodiformes; Extracellular Vesicles; Gene Expression Regulation, Bacterial; Host Microbial Interactions; Hydrogen-Ion Concentration; Proteomics; Symbiosis; Up-Regulation",Article,"All Open Access, Bronze, Green",Scopus
"Birolli W.G., Lima R.N., Porto A.L.M.","Applications of marine-derived microorganisms and their enzymes in biocatalysis and biotransformation, the underexplored potentials",2019,"Frontiers in Microbiology","10","AUG","1453","","",,30,"10.3389/fmicb.2019.01453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071937974&doi=10.3389%2ffmicb.2019.01453&partnerID=40&md5=ba2b2f7c85ea1517c1e5eb348b5293e9","Biodiversity has been explored in the search for novel enzymes, including forests, savannas, tundras, deserts, and finally the sea. Marine microorganisms and their enzymes are capable of being active in high-salt concentration, large range of temperature, and high incidence of light and pressure, constituting an important source of unique biocatalysts. This review presents studies employing whole-cell processes of marine bacteria and fungi, aiming for new catalysts for different reactions in organic synthesis, such as reduction, oxidation, hydroxylation, hydrolysis, elimination, and conjugation. Genomics and protein engineering studies were also approached, and reactions employing isolated enzymes from different classes (oxidoreductases, hydrolases, lyases, and ligases) were described and summarized. Future biotechnological studies and process development should focus on molecular biology for the obtention of enzymes with interesting, fascinating and enhanced properties, starting from the exploration of microorganisms from the marine environment. This review approaches the literature about the use of marine-derived bacteria, fungi, and their enzymes for biocatalytic reactions of organic compounds, promoting a discussion about the possibilities of these microorganisms in the synthesis of different substances. © 2019 Birolli, Lima and Porto.","Biodegradation; Hydrolysis; Hydroxylation; Marine bacteria; Marine enzymes; Marine fungi; Reduction; Whole cell",,Review,"All Open Access, Gold, Green",Scopus
"Rabone M., Harden-Davies H., Collins J.E., Zajderman S., Appeltans W., Droege G., Brandt A., Pardo-Lopez L., Dahlgren T.G., Glover A.G., Horton T.","Access to marine genetic resources (Mgr): Raising awareness of best-practice through a new agreement for biodiversity beyond national jurisdiction (bbnj)",2019,"Frontiers in Marine Science","6","AUG","520","","",,23,"10.3389/fmars.2019.00520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071727683&doi=10.3389%2ffmars.2019.00520&partnerID=40&md5=2da4b775c764c5460216b812294be969","Better scientific knowledge of the poorly-known deep sea and areas beyond national jurisdiction (ABNJ) is key to its conservation, an urgent need in light of increasing environmental pressures. Access to marine genetic resources (MGR) for the biodiversity research community is essential to allow these environments to be better characterised. Negotiations have commenced under the auspices of the United Nations Convention on the Law of the Sea (UNCLOS) to develop a new treaty to further the conservation and sustainable use of marine biological diversity in ABNJ. It is timely to consider the relevant issues with the development of the treaty underway. Currently uncertainties surround the legal definition of MGR and scope of related benefit-sharing, against a background of regional and global governance gaps in ABNJ. These complications are mirrored in science, with recent major advances in the field of genomics, but variability in handling of the resulting increasing volumes of data. Here, we attempt to define the concept of MGR from a scientific perspective, review current practices for the generation of and access to MGR from ABNJ in the context of relevant regulations, and illustrate the utility of best-practice with a case study. We contribute recommendations with a view to strengthen best-practice in accessibility of MGR, including: funder recognition of the central importance of taxonomy/biodiversity research; support of museums/collections for long-term sample curation; open access to data; usage and further development of globally recognised data standards and platforms; publishing of datasets via open-access, quality controlled and standardised data systems and open access journals; commitment to best-practice workflows; a global registry of cruises; and lastly development of a clearing house to further centralised access to the above. We argue that commitment to best-practice would allow greater sharing of MGR for research and extensive secondary use including conservation and environmental monitoring, and provide an exemplar for access and benefit-sharing (ABS) to inform the biodiversity beyond national jurisdiction (BBNJ) process. © 2019 Rabone, Harden-Davies, Collins, Zajderman, Appeltans, Droege,Brandt, Pardo-Lopez, Dahlgren, Glover and Horton.","Access and benefit-sharing (ABS); Areas beyond national jurisdiction (ABNJ); Biodiversity; Conservation; Data standards; Marine genetic resources (MGR); Open access; Taxonomy",,Article,"All Open Access, Gold, Green",Scopus
"Sakai-Kawada F.E., Ip C.G., Hagiwara K.A., Awaya J.D.","Biosynthesis and bioactivity of prodiginine analogs in marine bacteria, Pseudoalteromonas: A mini review",2019,"Frontiers in Microbiology","10","JULY","1715","","",,19,"10.3389/fmicb.2019.01715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070794428&doi=10.3389%2ffmicb.2019.01715&partnerID=40&md5=af0e7865c045994ec7f0b543e32d0ed0","The Prodiginine family consists of primarily red-pigmented tripyrrole secondary metabolites that were first characterized in the Gram-negative bacterial species Serratia marcescens and demonstrates a wide array of biological activities and applications. Derivatives of prodiginine have since been characterized in the marine g-proteobacterium, Pseudoalteromonas. Although biosynthetic gene clusters involved in prodiginine synthesis display homology among genera, there is an evident structural difference in the resulting metabolites. This review will summarize prodiginine biosynthesis, bioactivity, and gene regulation in Pseudoalteromonas in comparison to the previously characterized species of Serratia, discuss the ecological contributions of Pseudoalteromonas in the marine microbiome and their eukaryotic hosts, and consider the importance of modern functional genomics and classic DNA manipulation to understand the overall prodiginine biosynthesis pathway. Copyright © 2019 Sakai-Kawada, Ip, Hagiwara and Awaya.","Marine bacteria; Pigments; Prodiginines; Prodigiosin; Pseudoalteromonas; Secondary metabolites","bacterial extract; prodiginine derivative; unclassified drug; bacterial gene; biological activity; biosynthesis; gene control; nonhuman; Pseudoalteromonas; Review; Serratia",Review,"All Open Access, Gold, Green",Scopus
"Martinez-Hernandez F., Garcia-Heredia I., Gomez M.L., Maestre-Carballa L., Martínez J.M., Martinez-Garcia M.","Droplet digital PCR for estimating absolute abundances of widespread pelagibacter viruses",2019,"Frontiers in Microbiology","10","JUN","1226","","",,16,"10.3389/fmicb.2019.01226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069191273&doi=10.3389%2ffmicb.2019.01226&partnerID=40&md5=248a6ffbf6ebdd0831d41a057356d05c","Absolute abundances of prokaryotes are typically determined by FISH. Due to the lack of a universal conserved gene among all viruses, metagenomic fragment recruitment is commonly used to estimate the relative viral abundance. However, the paucity of absolute virus abundance data hinders our ability to fully understand how viruses drive global microbial populations. The cosmopolitan marine Pelagibacter ubique is host for the highly widespread HTVC010P pelagiphage isolate and the extremely abundant uncultured virus vSAG 37-F6 recently discovered by single-virus genomics. Here we applied droplet digital PCR (ddPCR) to calculate the absolute abundance of these pelagiphage genotypes in the Mediterranean Sea and the Gulf of Maine. Abundances were between 360 and 8, 510 virus mL-1 and 1, 270-14, 400 virus mL-1 for vSAG 37-F6 and HTVC010P, respectively. Illumina PCR-amplicon sequencing corroborated the absence of ddPCR non-specific amplifications for vSAG 37-F6, but showed an overestimation of 6% for HTVC010P from off-targets, genetically unrelated viruses. Absolute abundances of both pelagiphages, two of the most abundance marine viruses, suggest a large viral pelagiphage diversity in marine environments, and show the efficiency and power of ddPCR to disentangle the structure of marine viral communities. Results also highlight the need for a standardized workflow to obtain accurate quantification that allows cross data comparison. Copyright © 2019 Martinez-Hernandez, Garcia-Heredia, Lluesma Gomez, Maestre-Carballa, Martínez Martínez and Martinez-Garcia.","Abundance; DdPCR; HTVC010P; Marine; Pelagibacter ubique; Single-virus genomics; Virus; VSAG 37-F6","amplicon; article; droplet digital polymerase chain reaction; genomics; genotype; Gulf of Maine; marine environment; Mediterranean Sea; nonhuman; Pelagibacter; virus; workflow",Article,"All Open Access, Gold, Green",Scopus
