Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Open Access,Source
"Fuller Z.L., Mocellin V.J.L., Morris L.A., Cantin N., Shepherd J., Sarre L., Peng J., Liao Y., Pickrell J., Andolfatto P., Matz M., Bay L.K., Przeworski M.","Population genetics of the coroal Acropora millepora: Toward genomic prediction of bleaching",2020,"Science","369","6501","eaba4674","","",,47,"10.1126/science.aba4674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088155184&doi=10.1126%2fscience.aba4674&partnerID=40&md5=637301cc5d0e99e539bda71ee81e9525","Although reef-building corals are declining worldwide, responses to bleaching vary within and across species and are partly heritable. Toward predicting bleaching response from genomic data, we generated a chromosome-scale genome assembly for the coral Acropora millepora. We obtained whole-genome sequences for 237 phenotyped samples collected at 12 reefs along the Great Barrier Reef, among which we inferred little population structure. Scanning the genome for evidence of local adaptation, we detected signatures of long-term balancing selection in the heat-shock co-chaperone sacsin. We conducted a genome-wide association study of visual bleaching score for 213 samples, incorporating the polygenic score derived from it into a predictive model for bleaching in the wild. These results set the stage for genomics-based approaches in conservation strategies. © 2020 American Association for the Advancement of Science. All rights reserved.",,"chaperone; heat shock protein; sacsin protein; unclassified drug; bleaching; chromosome; coral; genome; heat shock; local adaptation; phenotype; population genetics; population structure; Acropora millepora; Article; bleaching; coral reef; evolutionary adaptation; gene structure; genetic conservation; genetic risk score; genetic selection; genetic variation; genome-wide association study; genomics; heat tolerance; heritability; nonhuman; phenotype; population genetics; population structure; prediction; priority journal; whole genome sequencing; wild species; adaptation; animal; Anthozoa; genetics; genome; genomics; population genetics; Australia; Coral Sea; Great Barrier Reef; Queensland; Acropora millepora; Anthozoa; Adaptation, Physiological; Animals; Anthozoa; Coral Reefs; Genetics, Population; Genome; Genome-Wide Association Study; Genomics",Article,"",Scopus
"Fraser B.A., Whiting J.R.","What can be learned by scanning the genome for molecular convergence in wild populations?",2020,"Annals of the New York Academy of Sciences","1476","1",,"","",,4,"10.1111/nyas.14177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068154580&doi=10.1111%2fnyas.14177&partnerID=40&md5=bd318ab5e5c10ec1a94eab2c014714b8","Convergent evolution, where independent lineages evolve similar phenotypes in response to similar challenges, can provide valuable insight into how selection operates and the limitations it encounters. However, it has only recently become possible to explore how convergent evolution is reflected at the genomic level. The overlapping outlier approach (OOA), where genome scans of multiple independent lineages are used to find outliers that overlap and therefore identify convergently evolving loci, is becoming popular. Here, we present a quantitative analysis of 34 studies that used this approach across many sampling designs, taxa, and sampling intensities. We found that OOA studies with increased biological sampling power within replicates have increased likelihood of finding overlapping, “convergent” signals of adaptation between them. When identifying convergent loci as overlapping outliers, it is tempting to assume that any false-positive outliers derived from individual scans will fail to overlap across replicates, but this cannot be guaranteed. We highlight how population demographics and genomic context can contribute toward both true convergence and false positives in OOA studies. We finish with an exploration of emerging methods that couple genome scans with phenotype and environmental measures, leveraging added information from genome data to more directly test hypotheses of the likelihood of convergent evolution. © 2019 The Authors. Annals of the New York Academy of Sciences behalf of New York Academy of Sciences.","Convergent evolution; Genome scans; Parallel evolution; Population genomics","amplified fragment length polymorphism; artificial selection; bird; comparative study; controlled study; convergent evolution; demography; false positive result; fish; gene flow; gene locus; genetic variability; genetic variation; genome-wide association study; human; local adaptation; mammal; mollusc; natural selection; nonhuman; overlapping gene; phenotype; plant; population genomics; quantitative analysis; quantitative trait locus; Review; acclimatization; adaptation; animal; evolution; genome; genomics; molecular evolution; physiology; procedures; wild animal; Acclimatization; Adaptation, Physiological; Animals; Animals, Wild; Biological Evolution; Evolution, Molecular; Genome; Genomics",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Perrier C., Rougemont Q., Charmantier A.","Demographic history and genomics of local adaptation in blue tit populations",2020,"Evolutionary Applications","13","6",,"1145","1165",,5,"10.1111/eva.13035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087908311&doi=10.1111%2feva.13035&partnerID=40&md5=49867b156d810cfb8bc652d8534bf10f","Understanding the genomic processes underlying local adaptation is a central aim of modern evolutionary biology. This task requires identifying footprints of local selection but also estimating spatio-temporal variations in population demography and variations in recombination rate and in diversity along the genome. Here, we investigated these parameters in blue tit populations inhabiting deciduous versus evergreen forests, and insular versus mainland areas, in the context of a previously described strong phenotypic differentiation. Neighboring population pairs of deciduous and evergreen habitats were weakly genetically differentiated (FST = 0.003 on average), nevertheless with a statistically significant effect of habitat type on the overall genetic structure. This low differentiation was consistent with the strong and long-lasting gene flow between populations inferred by demographic modeling. In turn, insular and mainland populations were moderately differentiated (FST = 0.08 on average), in line with the inference of moderate ancestral migration, followed by isolation since the end of the last glaciation. Effective population sizes were large, yet smaller on the island than on the mainland. Weak and nonparallel footprints of divergent selection between deciduous and evergreen populations were consistent with their high connectivity and the probable polygenic nature of local adaptation in these habitats. In turn, stronger footprints of divergent selection were identified between long isolated insular versus mainland birds and were more often found in regions of low recombination, as expected from theory. Lastly, we identified a genomic inversion on the mainland, spanning 2.8 Mb. These results provide insights into the demographic history and genetic architecture of local adaptation in blue tit populations at multiple geographic scales. © 2020 The Authors. Evolutionary Applications published by John Wiley & Sons Ltd","adaptation; ecological genetics; population genetics | genomics",,Article,"All Open Access, Gold, Green",Scopus
"Cayuela H., Rougemont Q., Laporte M., Mérot C., Normandeau E., Dorant Y., Tørresen O.K., Hoff S.N.K., Jentoft S., Sirois P., Castonguay M., Jansen T., Praebel K., Clément M., Bernatchez L.","Shared ancestral polymorphisms and chromosomal rearrangements as potential drivers of local adaptation in a marine fish",2020,"Molecular Ecology","29","13",,"2379","2398",,22,"10.1111/mec.15499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087447761&doi=10.1111%2fmec.15499&partnerID=40&md5=150d538848fe25af769d244521c127e1","Gene flow has tremendous importance for local adaptation, by influencing the fate of de novo mutations, maintaining standing genetic variation and driving adaptive introgression. Furthermore, structural variation as chromosomal rearrangements may facilitate adaptation despite high gene flow. However, our understanding of the evolutionary mechanisms impending or favouring local adaptation in the presence of gene flow is still limited to a restricted number of study systems. In this study, we examined how demographic history, shared ancestral polymorphism, and gene flow among glacial lineages contribute to local adaptation to sea conditions in a marine fish, the capelin (Mallotus villosus). We first assembled a 490-Mbp draft genome of M. villosus to map our RAD sequence reads. Then, we used a large data set of genome-wide single nucleotide polymorphisms (25,904 filtered SNPs) genotyped in 1,310 individuals collected from 31 spawning sites in the northwest Atlantic. We reconstructed the history of divergence among three glacial lineages and showed that they probably diverged from 3.8 to 1.8 million years ago and experienced secondary contacts. Within each lineage, our analyses provided evidence for large Ne and high gene flow among spawning sites. Within the Northwest Atlantic lineage, we detected a polymorphic chromosomal rearrangement leading to the occurrence of three haplogroups. Genotype–environment associations revealed molecular signatures of local adaptation to environmental conditions prevailing at spawning sites. Our study also suggests that both shared polymorphisms among lineages, resulting from standing genetic variation or introgression, and chromosomal rearrangements may contribute to local adaptation in the presence of high gene flow. © 2020 John Wiley & Sons Ltd","fish; inversion; joint Site Frequency Spectrum; Mallotus villosus; population genomics; RAD; speciation; δaδi","adaptation; animal; Atlantic Ocean; evolution; gene flow; genetics; genome; Osmeriformes; physiology; single nucleotide polymorphism; Adaptation, Physiological; Animals; Atlantic Ocean; Biological Evolution; Gene Flow; Genome; Osmeriformes; Polymorphism, Single Nucleotide",Article,"All Open Access, Green",Scopus
"Basel B., Goby G., Johnson J.","Community-based adaptation to climate change in villages of Western Province, Solomon Islands",2020,"Marine Pollution Bulletin","156",,"111266","","",,6,"10.1016/j.marpolbul.2020.111266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084982192&doi=10.1016%2fj.marpolbul.2020.111266&partnerID=40&md5=aa7e5796d8997466b78aa545a97e54f8","People, local cultures and the environments they live in are complex and dynamic social-ecological systems that have evolved together over time and are continually affected by a myriad of factors, including climate and global changes. Escalating climate and global changes present an imminent threat to Pacific communities, particularly for food security, livelihoods, health and safety, cultural identity and biodiversity conservation. A participatory community-based climate change adaptation planning process was used to engage with communities on Rendova Island in Western Province, Solomon Islands to identify local adaptation priorities. The methodology recognized that local community members are the managers of the resources they use daily, have direct knowledge of the status of key local resources and have direct influence over ongoing resource governance. The study focused on two objectives: (1) identifying community priorities and documenting them in adaptation plans intended for local implementation, and (2) evaluating whether community adaptation priorities addressed key vulnerabilities identified independently using a semi-quantitative vulnerability assessment. The adaptation priorities identified by the communities encompassed: governance, leadership and planning; farming and livestock; sustainable livelihoods; natural resource management; and youth capacity building. The community adaptation priorities were found to address the key climate change vulnerabilities identified in the semi-quantitative assessment and also addressed additional drivers of social vulnerability and adaptive capacity. This finding reiterates the importance of fully inclusive and participatory vulnerability assessments and community-identification of adaptation priorities coupled with scientific climate projections to comprehensively assess the complexity of social-ecological systems. The climate change adaptation priorities have informed ongoing local actions and are intended to be used by communities, government and NGOs to focus local effort, funding and project development. A review of the suitability of the adaptation priorities by similar villages on neighbouring islands would determine the utility of scaling-up and applying these adaptations to other rural communities in the Solomon Islands, and possibly more widely in other Pacific communities. © 2020 Elsevier Ltd","Adaptation priorities; Climate change adaptation; Community-based adaptation; Participatory planning; Social-ecological systems; Solomon Islands","Agriculture; Biodiversity; Conservation; Ecology; Food supply; Health risks; Natural resources management; Rural areas; Adaptation to climate changes; Biodiversity conservation; Climate change adaptation; Community identification; Natural resource management; Quantitative assessments; Social-ecological systems; Vulnerability assessments; Climate change; adaptive management; capacity building; climate change; global change; government; local adaptation; nongovernmental organization; planning process; village; agricultural worker; article; capacity building; climate change; ecosystem; funding; human; juvenile; leadership; livestock; local adaptation; manager; natural resource; non-governmental organization; nonhuman; quantitative analysis; rural population; scale up; Solomon Islands; acclimatization; adolescent; ecosystem; island (geological); Melanesia; Solomon Islands [(ISG) Melanesia]; Acclimatization; Adolescent; Climate Change; Ecosystem; Humans; Islands; Melanesia",Article,"",Scopus
"Mérot C., Oomen R.A., Tigano A., Wellenreuther M.","A Roadmap for Understanding the Evolutionary Significance of Structural Genomic Variation",2020,"Trends in Ecology and Evolution","35","7",,"561","572",,49,"10.1016/j.tree.2020.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082806131&doi=10.1016%2fj.tree.2020.03.002&partnerID=40&md5=dcc0bbdc46f55fb4b2e7aff20369be9e","Structural genomic variants (SVs) are ubiquitous and play a major role in adaptation and speciation. Yet, comparative and population genomics have focused predominantly on gene duplications and large-effect inversions. The lack of a common framework for studying all SVs is hampering progress towards a more systematic assessment of their evolutionary significance. Here we (i) review how different types of SVs affect ecological and evolutionary processes; (ii) suggest unifying definitions and recommendations for future studies; and (iii) provide a roadmap for the integration of SVs in ecoevolutionary studies. In doing so, we lay the foundation for population genomics, theoretical, and experimental approaches to understand how the full spectrum of SVs impacts ecological and evolutionary processes. © 2020 Elsevier Ltd","adaptation; chromosomal rearrangements; copy number variants; duplications; inversions; population genomics; speciation","adaptation; evolutionary biology; gene expression; genomics; hermaphroditism; map; speciation (biology); adaptation; chromosome inversion; evolution; genomics; human; metagenomics; Adaptation, Physiological; Biological Evolution; Chromosome Inversion; Genomics; Humans; Metagenomics",Review,"All Open Access, Green",Scopus
"Lehnert S.J., Kess T., Bentzen P., Clément M., Bradbury I.R.","Divergent and linked selection shape patterns of genomic differentiation between European and North American Atlantic salmon (Salmo salar)",2020,"Molecular Ecology","29","12",,"2160","2175",,4,"10.1111/mec.15480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087291218&doi=10.1111%2fmec.15480&partnerID=40&md5=78e1bf05ac877d41d632bad6117f308a","As populations diverge many processes can shape genomic patterns of differentiation. Regions of high differentiation can arise due to divergent selection acting on selected loci, genetic hitchhiking of nearby loci, or through repeated selection against deleterious alleles (linked background selection); this divergence may then be further elevated in regions of reduced recombination. Atlantic salmon (Salmo salar) from Europe and North America diverged &gt;600,000 years ago and despite some evidence of secondary contact, the majority of genetic data indicate substantial divergence between lineages. This deep divergence with potential gene flow provides an opportunity to investigate the role of different mechanisms that shape the genomic landscape during early speciation. Here, using 184,295 single nucleotide polymorphisms (SNPs) and 80 populations, we investigate the genomic landscape of differentiation across the Atlantic Ocean with a focus on highly differentiated regions and the processes shaping them. We found evidence of high (mean FST = 0.26) and heterogeneous genomic differentiation between continents. Genomic regions associated with high trans-Atlantic differentiation ranged in size from single loci (SNPs) within important genes to large regions (1–3 Mbp) on four chromosomes (Ssa06, Ssa13, Ssa16 and Ssa19). These regions showed signatures consistent with selection, including high linkage disequilibrium, despite no significant reduction in recombination. Genes and functional enrichment of processes associated with differentiated regions may highlight continental differences in ocean navigation and parasite resistance. Our results provide insight into potential mechanisms underlying differences between continents, and evidence of near-fixed and potentially adaptive trans-Atlantic differences concurrent with a background of high genome-wide differentiation supports subspecies designation in Atlantic salmon. © 2020 John Wiley & Sons Ltd","adaptation; conservation genetics; fish; genomics; population genetics","animal; Atlantic Ocean; Europe; genetic selection; genetics; genomics; molecular evolution; North America; Salmo salar; single nucleotide polymorphism; United States; Animals; Atlantic Ocean; Europe; Evolution, Molecular; Genomics; North America; Polymorphism, Single Nucleotide; Salmo salar; Selection, Genetic; United States",Article,"",Scopus
"Banerjee A.K., Hou Z., Lin Y., Lan W., Tan F., Xing F., Li G., Guo W., Huang Y.","Going with the flow: Analysis of population structure reveals high gene flow shaping invasion pattern and inducing range expansion of Mikania micrantha in Asia",2020,"Annals of Botany","125","7",,"1113","1126",,2,"10.1093/aob/mcaa044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085715229&doi=10.1093%2faob%2fmcaa044&partnerID=40&md5=dd35aca1cfb1e4968461d180204255ba","Background and Aims: Mikania micrantha, a climbing perennial weed of the family Asteraceae, is native to Latin America and is highly invasive in the tropical belt of Asia, Oceania and Australia. This study was framed to investigate the population structure of M. micrantha at a large spatial scale in Asia and to identify how introduction history, evolutionary forces and landscape features influenced the genetic pattern of the species in this region. Methods: We assessed the genetic diversity and structure of 1052 individuals from 46 populations for 12 microsatellite loci. The spatial pattern of genetic variation was investigated by estimating the relationship between genetic distance and geographical, climatic and landscape resistances hypothesized to influence gene flow between populations. Key Results: We found high genetic diversity of M. micrantha in this region, as compared with the genetic diversity parameters of other invasive species. Spatial and non-spatial clustering algorithms identified the presence of multiple genetic clusters and admixture between populations. Most of the populations showed heterozygote deficiency, primarily due to inbreeding, and the founder populations showed evidence of a genetic bottleneck. Persistent gene flow throughout the invasive range caused low genetic differentiation among populations and provided beneficial genetic variation to the marginal populations in a heterogeneous environment. Environmental suitability was found to buffer the detrimental effects of inbreeding at the leading edge of range expansion. Both linear and non-linear regression models demonstrated a weak relationship between genetic distance and geographical distance, as well as bioclimatic variables and environmental resistance surfaces. Conclusions: These findings provide evidence that extensive gene flow and admixture between populations have influenced the current genetic pattern of M. micrantha in this region. High gene flow across the invaded landscape may facilitate adaptation, establishment and long-term persistence of the population, thereby indicating the range expansion ability of the species. © 2020 The Author(s) 2020. Published by Oxford University Press on behalf of the Annals of Botany Company. All rights reserved.","Admixture; bottleneck; environment; gene flow; genetic differentiation; genetic diversity; invasive; microsatellite; Mikania micrantha","biological invasion; facilitation; gene flow; genetic differentiation; heterozygosity; landscape ecology; local adaptation; population structure; range expansion; vine; Australia; Latin America; Asteraceae; Mikania micrantha; Oceania; microsatellite DNA; Asia; Australia; gene flow; genetic variation; genetics; human; introduced species; Mikania; population genetics; Asia; Australia; Gene Flow; Genetic Variation; Genetics, Population; Humans; Introduced Species; Microsatellite Repeats; Mikania",Article,"All Open Access, Bronze, Green",Scopus
"Milano E.R., Mulligan M.R., Rebman J.P., Vandergast A.G.","High-throughput sequencing reveals distinct regional genetic structure among remaining populations of an endangered salt marsh plant in California",2020,"Conservation Genetics","21","3",,"547","559",,4,"10.1007/s10592-020-01269-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083107840&doi=10.1007%2fs10592-020-01269-3&partnerID=40&md5=61b30d964059a9e9d83b1927982393d0","Conservation of rare species requires careful consideration to both preserve locally adapted traits and maintain genetic diversity, as species’ ranges fluctuate in response to a changing climate and habitat loss. Salt marsh systems in California have been highly modified and many salt marsh obligate species have undergone range reductions and habitat loss with concomitant losses of genetic diversity and connectivity. Remaining salt marshes are threatened by rising sea levels, and so these habitats will likely require active restoration and re-establishment efforts. This study aims to provide a reference point for the current status of genetic diversity and range-wide population structure of a federally and state listed endangered plant, salt marsh bird’s-beak (Chloropyron maritimum subsp. maritimum) that can inform future preservation and restoration efforts. We used historical data and current monitoring information to locate and sample all known occurrences throughout the range of this subspecies in southern California, and three additional occurrences from Baja California, Mexico. We used flow cytometry and single nucleotide polymorphic markers (SNPs), generated by double-digest restriction-site associated DNA sequencing (ddRAD), to assess relative ploidy, and estimate genetic diversity and population structure across the region. Overall, we found five distinct genetic clusters that coincide with geographic regions. Genetic diversity was greatest in the southern part of the range including Baja California and San Diego. These findings can bolster management and restoration efforts by identifying potentially isolated occurrences and areas that are the richest sources of allelic diversity, and by providing insight into the amount of genetic differentiation across the taxon’s range. © 2020, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply.","Chloropyron maritimum subsp. maritimum; Genetic diversity; Population structure; Rare plants; Salt marsh bird’s-beak","connectivity; conservation genetics; endangered species; genetic differentiation; genetic structure; genetic variation; habitat loss; local adaptation; rare species; saltmarsh; Baja California [(STT) Mexico]; California; Mexico [North America]; San Diego; United States",Article,"",Scopus
"Halsch C.A., Shapiro A.M., Thorne J.H., Waetjen D.P., Forister M.L.","A winner in the Anthropocene: changing host plant distribution explains geographical range expansion in the gulf fritillary butterfly",2020,"Ecological Entomology","45","3",,"652","662",,4,"10.1111/een.12845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079058087&doi=10.1111%2feen.12845&partnerID=40&md5=4d9fd33fbec28b9eb6f3c9518a04f5a7","1. The changing climate is altering species distributions with consequences for population dynamics, resulting in winners and losers in the Anthropocene. 2. Agraulis vanillae, the gulf fritillary butterfly, has expanded its range in the past 100 years in the western U.S.A. Time series analysis is combined with species distribution modelling to investigate factors limiting the distribution of A. vanillae and to predict future shifts under warming scenarios. 3. Time series analyses from the western U.S.A. show that urban development has a positive association with year of colonisation (the host plant Passiflora is an ornamental in gardens). Colonisation was also associated positively and to a lesser extent with winter maximum temperatures, whereas a negative impact of minimum temperatures and precipitation was apparent on population growth rates after establishment. 4. Species distribution models vary by region. In the eastern U.S.A., the butterfly is primarily limited by minimum temperatures in the winter and host availability later in the season. Eastern U.S. projected expansion broadly follows the expectation of poleward distributional shifts, especially for the butterfly's maximum annual extent. Western U.S. distributions are limited by the host plant, which in turn is dependent on urban centres. Projected western U.S. expansion is not limited to a single direction and is driven by urban centres becoming more suitable for the host plant. 5. These results demonstrate the value of combining time series with spatial modelling, at the same time as incorporating biotic interactions, aiming to understand and predict shifting geographical ranges in the Anthropocene. © 2020 The Royal Entomological Society","Agraulis vanillae; climate change; expansion; Passiflora","air temperature; Anthropocene; butterfly; colonization; host plant; local adaptation; population dynamics; range expansion; spatial distribution; United States; Agraulis vanillae; Passiflora",Article,"All Open Access, Green",Scopus
"Berry O., Richards Z., Moore G., Hernawan U., Travers M., Gruber B.","Oceanic and coastal populations of a harvested macroinvertebrate Rochia nilotica in north-western Australia are isolated and may be locally adapted",2020,"Marine and Freshwater Research","71","7",,"782","793",,2,"10.1071/MF19172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076432892&doi=10.1071%2fMF19172&partnerID=40&md5=b41e25d963cf84947292c8f1bba39dc4","Marine macroinvertebrates support important fisheries throughout the Indo-Pacific, but stocks of species such as trochus (Rochia nilotica) are easily overharvested. In north-western Australia, trochus are taken from inshore reefs by Indigenous Australians and oceanic reefs by artisanal Indonesian fishers. The management of these environmentally distinct regions relies on understanding their spatial interdependencies, yet connectivity between them has not been evaluated empirically. Here, we used genotype-by-sequencing analysis of 514 trochus samples collected from 17 locations (15 in the inshore Kimberley, 2 offshore oceanic sites). Analysis of 5428 polymorphic single nucleotide polymorphism loci revealed significant genetic subdivision between the oceanic and coastal sites, and a subset of loci exhibited significantly higher subdivision, suggesting they are subject to directional selection. Population differentiation was also evident between the two oceanic sites, but not between coastal sites. Trochus populations from the coastal Kimberley and oceanic reefs represent two genetically and demographically independent units, with preliminary evidence for local adaptation to these distinctive environments. Management strategies for R. nilotica reflect these divisions, but the limited connectivity among oceanic populations indicates that they are vulnerable to overexploitation. Furthermore, their potential adaptive distinctiveness indicates that coastal stocks may be unsuitable for replenishing oceanic stocks. © 2020 CSIRO.","fisheries management; genomic; population connectivity; Tectus; trochus","coastal zone; conservation management; conservation planning; environmental impact; harvesting; local adaptation; macroinvertebrate; management practice; polymorphism; snail; strategic approach; Australia; Western Australia; Tectus; Trochus",Article,"",Scopus
"Zhang B.-D., Li Y.-L., Xue D.-X., Liu J.-X.","Population Genomics Reveals Shallow Genetic Structure in a Connected and Ecologically Important Fish From the Northwestern Pacific Ocean",2020,"Frontiers in Marine Science","7",,"374","","",,2,"10.3389/fmars.2020.00374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086385114&doi=10.3389%2ffmars.2020.00374&partnerID=40&md5=0b992bf70d435d467a0e332ac1d2df9d","Genetic variation at the genomic level is invaluable to identify fish stock structure in fisheries management. It has been widely accepted that populations of marine fishes are highly connected owing to fewer barriers to gene flow and increased connectivity resulting from greater dispersal abilities. Since population genomic approaches have increased the accessibility and resolution of population genetic data, it further facilitates to study and detect previously unidentified structures as well as signatures for natural selection in wild populations. In the present study, restriction-site associated DNA (RAD) sequencing was applied to the samples of genome-wide single nucleotide polymorphisms (SNPs) of Engraulis japonicus, a small pelagic fish of ecological and economic importance in the northwestern Pacific. To assess population genetic structure as well as detection for local adaptation of E. japonicus, a total of 389 individuals from six regional populations of the northwestern Pacific were collected and a set of 12,627 SNPs was developed. Marginal significant genetic structure (average FST value was approximately equal to 0.002) was detected between regional populations of “the Bohai Sea population (BHS)” and the “the Japan Sea population (JPS)” as well as between “the North Yellow Sea population (NYS),” and the “the Japan Sea population (JPS)”. Moreover, no sign of local adaptation was detected, which might be the product of high gene flow among regional populations. Overall, our results improve the understanding of fine-scale population genetic structure in E. japonicus and potentially identify management unit in this species. © Copyright © 2020 Zhang, Li, Xue and Liu.","Engraulis japonicus; genetic structures; population genomics; RAD-seq; single nucleotide polymorphism",,Article,"All Open Access, Gold",Scopus
"Zhang B.-D., Li Y.-L., Xue D.-X., Liu J.-X.","Population genomic evidence for high genetic connectivity among populations of small yellow croaker (Larimichthys polyactis) in inshore waters of China",2020,"Fisheries Research","225",,"105505","","",,4,"10.1016/j.fishres.2020.105505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078158120&doi=10.1016%2fj.fishres.2020.105505&partnerID=40&md5=d3ea4f7a5545bd14d40821c0a8de4907","Genetic variation at the genomic level is important for identifying ﬁsh stock structure in the ocean. However, population genetic structure in marine fishes has been proposed to be highly limited, which might be attributed to fewer barriers to gene flow as well as large population sizes, resulting in relatively high levels of connectivity among populations. Population genomic approaches have increased the accessibility and resolution of population genetic data to make ecological inferences, which made it possible to detect previously unidentiﬁed structure and obtain more accurate estimates of demographic parameters in wild populations. Here, we used restriction-site associated DNA (RAD) sequencing to sample genome-wide single nucleotide polymorphisms (SNPs) of Larimichthys polyactis, a marine fish species of high ecological and commercial importance distributed in coast of East Asia. To assess range-wide patterns of population structure of L. polyactis, a total of 93 individuals were sampled from six geographic localities along the coast of China. Two final datasets were developed from the nuclear and the mitochondrial genomes, which consisted of 14, 194 SNPs and 15 SNPs respectively. Pairwise FST across sampling localities were not significant and most genetic variation was found within individuals rather than among populations within groups or among groups. Both clustering analyses and discriminant analysis failed to detect any population structure. Our findings demonstrated the persistence of high levels of genetic connectivity and a lack of population structure across sampling locations of L. polyactis in inshore waters of China. © 2020 Elsevier B.V.","Larimichthys polyactis; Population genomics; RAD-seq; Single-nucleotide polymorphisms",,Article,"",Scopus
"Douda J., Doudová J., Hodková E., Vít P., Krak K., Mandák B.","Population history explains the performance of an annual herb – Within and beyond its European species range",2020,"Journal of Ecology","108","3",,"958","968",,2,"10.1111/1365-2745.13323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077860461&doi=10.1111%2f1365-2745.13323&partnerID=40&md5=db8809556202f893c3497f0d71ee9ec1","The centre–periphery hypothesis (CPH) predicts a decrease in population performance from the centre of the species range towards the edge, hindering further species expansion. To overcome ecological limitation, local adaptation of peripheral populations is assumed necessary to extend niche space and thus to potentially facilitate species’ range expansion. However, adaptive changes do not necessarily correspond to current ecological marginality. Instead, population history may provide a fuller context for understanding patterns of local adaptation within the species range. Here, we test whether local adaptation to current conditions or population history explains current species distribution in an annual heterocarpic species, Atriplex tatarica, in Europe. The ecological marginality and population history were estimated using species distribution modelling (SDM) and 13 microsatellite markers. To test for local adaptation, we evaluated the population performance of both currently central and currently peripheral populations by examining germination and growth traits under three temperature regimes which correspond to climates within, and also beyond, the species’ current range. In addition, we compared Bayesian estimates of population differentiation in neutral genetic markers and quantitative traits to test whether phenotypic differentiation evolved by local adaptation and/or by genetic drift. We found population performances were not higher under temperature regimes corresponding to their own habitats, suggesting that patterns of local adaptation in A. tatarica do not correspond to current centre–periphery gradient. In contrast, population genetic structure indicated a strong influence of population history on variation in the germination phenotype. Species distribution modelling suggested a more cold–tolerant genetic lineage was located at the species' range periphery during the last glacial period. Meanwhile, a less cold-tolerant lineage occurred in more suitable areas of the Balkan Peninsula and southeastern Europe. Thus, the strong adaptive divergence of evolutionary lineages may reflect a past spatial arrangement of populations, suggesting evolutionary processes were ongoing before the species expansion in the Holocene. Synthesis. There is continuing debate concerning the speed of trait evolution during range expansion with climate change. Our results indicate that even though organisms expand rapidly, the accompanying evolutionary changes in phenotype may be much slower. © 2019 British Ecological Society","Atriplex tatarica; centre–periphery hypothesis; climatic niche; environmental suitability; evolutionary processes; heterocarpy; last glacial maximum; range shift","annual cycle; annual plant; germination; herb; Holocene; local adaptation; performance assessment; population theory; range expansion; thermal regime; Europe; Atriplex tatarica",Article,"",Scopus
