"DOI","tax_group","latitude","longitude","N","region","code","site","Fst_out","Fst_out_signif"
"MF19172","Gastropod",-11.82763,130.371853,"NA","Coastal","NA","Bathurst Is. North","NA","NA"
"MF19172","Gastropod",-11.625871,143.686527,"NA","Coastal","NA","Bowles Reef","NA","NA"
"MF19172","Gastropod",-16.090698,123.529275,"NA","Coastal","NA","Irvine Island","NA","NA"
"MF19172","Gastropod",-16.058782,123.365961,"NA","Coastal","NA","Frazer Island","NA","NA"
"MF19172","Gastropod",-16.072182,123.321739,"NA","Coastal","NA","Barrett Rock","NA","NA"
"MF19172","Gastropod",-16.058675,123.401511,"NA","Coastal","NA","Longitude Island","NA","NA"
"MF19172","Gastropod",-16.13271,123.3134,"NA","Coastal","NA","Asshlyn Island","NA","NA"
"MF19172","Gastropod",-16.50912,123.416319,"NA","Coastal","NA","Pope Rock","NA","NA"
"MF19172","Gastropod",-16.309753,123.301393,"NA","Coastal","NA","Tide Rip Island","NA","NA"
"MF19172","Gastropod",-16.310744,123.30208,"NA","Coastal","NA","Jalan","NA","NA"
"MF19172","Gastropod",-16.402209,123.118303,"NA","Coastal","NA","Janinko","NA","NA"
"MF19172","Gastropod",-16.42933,123.2063,"NA","Coastal","NA","Ngoorroodool","NA","NA"
"MF19172","Gastropod",-16.42933,123.128983,"NA","Coastal","NA","Noyon","NA","NA"
"MF19172","Gastropod",-16.434178,123.359027,"NA","Coastal","NA","Mermaid Island","NA","NA"
"MF19172","Gastropod",-16.464798,123.058382,"NA","Coastal","NA","Ardinoogoon","NA","NA"
"MF19172","Gastropod",-17.334805,119.164263,"NA","Oceanic","NA","Rowley Shoals","NA","NA"
"MF19172","Gastropod",-14.00133,121.835564,"NA","Oceanic","NA","Scott Reef","NA","NA"
"fmars.2020.00374","Fish",40.26,121.16,"NA","Bohai Sea","LDW","liaodong Bay","NA","NA"
"fmars.2020.00374","Fish",39.51,119.96,"NA","Bohai Sea","QHD","Qinhuangdao","NA","NA"
"fmars.2020.00374","Fish",38.68,119.45,"NA","Bohai Sea","BHW","Bohai Bay","NA","NA"
"fmars.2020.00374","Fish",38,120.18,"NA","Bohai Sea","LZW","Laizhou Bay","NA","NA"
"fmars.2020.00374","Fish",38.77,121.52,"NA","Bohai Sea","DL","Dalian","NA","NA"
"fmars.2020.00374","Fish",36.47,122.02,"NA","Bohai Sea","RS","Rushan","NA","NA"
"fmars.2020.00374","Fish",35.51,121.04,"NA","North Yellow Sea","HZW","Haizhou Bay","NA","NA"
"fmars.2020.00374","Fish",36.86,123.82,"NA","North Yellow Sea","NYS","North Yellow Sea","NA","NA"
"fmars.2020.00374","Fish",35.03,123.42,"NA","North Yellow Sea","MYS","Middle Yellow Sea","NA","NA"
"fmars.2020.00374","Fish",32.49,124.82,"NA","North East China","SYS","South Yellow","NA","NA"
"fmars.2020.00374","Fish",31.03,125.82,"NA","North East China","NECS","North East China Sea","NA","NA"
"fmars.2020.00374","Fish",31.54,122.78,"NA","North East China","YRE","Yangtze River Estuary","NA","NA"
"fmars.2020.00374","Fish",24.71,121.86,"NA","Taiwan","YL","Yilan","NA","NA"
"fmars.2020.00374","Fish",23.6,119.56,"NA","Taiwan","PH","Penghu","NA","NA"
"fmars.2020.00374","Fish",36.49,136.97,"NA","Japan","TDR","Ishikawa (off Tedori River)","NA","NA"
"fmars.2020.00374","Fish",37.06,136.97,"NA","Japan","NNC","Ishikawa (NaNao City)","NA","NA"
"fmars.2020.00374","Fish",33.23,132.5,"NA","Japan","EHM","Ehime","NA","NA"
"fmars.2020.00374","Fish",34.92,138.4,"NA","Japan","SZO","Shizouka","NA","NA"
"fmars.2020.00374","Fish",35.58,139.96,"NA","Japan","CHB","Chiba","NA","NA"
"fmars.2020.00374","Fish",38.32,141.1,"NA","Japan","MYG","Miyagi","NA","NA"
"eva.12905","Bivalve",33.08,139.76,"7","Hachijo","JPN_01","Hachijo Island, Japan","NA","NA"
"eva.12905","Bivalve",34.8,138.73,"6","Nishiizu","JPN_02","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",34.99,138.6,"7","Shimizu","JPN_03","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",37.17,136.97,"7","Anamizu","JPN_04","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",35.73,136.06,"5","Tsuruga","JPN_05","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",35.5,135.54,"7","Takahama","JPN_06","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",34.28,136.8,"7","Shima","JPN_07","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",34,136.28,"7","Kuki","JPN_08","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",33.7,135.34,"8","Tanabe","JPN_09","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",33.53,135.48,"7","Susami","JPN_10","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",36.19,133.36,"8","Oki","JPN_11","Oki Island, Japan","NA","NA"
"eva.12905","Bivalve",34.33,130.86,"7","Shimonoseki","JPN_12","Honshu, Japan","NA","NA"
"eva.12905","Bivalve",32.89,132.66,"8","Sukumo","JPN_13","Shikoku, Japan","NA","NA"
"eva.12905","Bivalve",34.33,129.28,"6","Tsushima","JPN_14","Tsushima Island, Japan","NA","NA"
"eva.12905","Bivalve",32.88,129.93,"8","Ohmura","JPN_15","Kyushu, Japan","NA","NA"
"eva.12905","Bivalve",32.58,129.75,"7","Nomozaki","JPN_16","Kyushu, Japan","NA","NA"
"eva.12905","Bivalve",31.86,129.86,"6","Kamikoshiki","JPN_17","Kamikoshiki Island, Japan","NA","NA"
"eva.12905","Bivalve",28.18,129.26,"8","Amami","NAN_18","Nansei Islands, Japan","NA","NA"
"eva.12905","Bivalve",26.2,127.29,"4","Zamami","NAN_19","Nansei Islands, Japan","NA","NA"
"eva.12905","Bivalve",24.44,124.12,"8","Ishigaki","NAN_20","Nansei Islands, Japan","NA","NA"
"eva.12905","Bivalve",24.33,123.74,"8","Iriomote","NAN_21","Nansei Islands, Japan","NA","NA"
"eva.12905","Bivalve",NA,NA,"7","China","CHN","Guangdong, China","NA","NA"
"eva.12905","Bivalve",NA,NA,"6","Cambodia","KHM","Cambodia","NA","NA"
"eva.12905","Bivalve",NA,NA,"4","Myanmar","MMR","Myanmar","NA","NA"
"FSAA113","Fish",51.54,-5.42,"19","NA","CSBC","Bristol Channel","NA","NA"
"FSAA113","Fish",50.58,-7.13,"24","NA","CSIS","Scilly Isles","NA","NA"
"FSAA113","Fish",48.73,-5.07,"22","NA","WCF","Western Channel","NA","NA"
"FSAA113","Fish",50.54,-3.23,"23","NA","WCE","Western English Channel","NA","NA"
"FSAA113","Fish",50.51,-1.73,"24","NA","EC","Eastern English Channel","NA","NA"
"FSAA113","Fish",54.8,1.27,"19","NA","NSE","Flamborough Head","NA","NA"
"FSAA113","Fish",57.04,-1.76,"19","NA","NSS","NE Scotland","NA","NA"
"FSAA113","Fish",51.81,3.61,"18","NA","NSNL","Dutch Coast","NA","NA"
"FSAA113","Fish",56.5,6.95,"18","NA","NSD","Denmark","NA","NA"
"FSAA113","Fish",57.63,11.71,"18","NA","SKKT","Skagerrak","NA","NA"
"FSAA113","Fish",54.4,12.16,"24","NA","BAW","Baltic","NA","NA"
"ece3.4936","Fish",31.216903,-81.312948,"MAT_221","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",31.2538606,-81.330563,"MAT_224","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",31.2424476,-81.324251,"MAT_225","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",31.2657249,-81.319616,"MAT_230","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",31.2789091,-81.318353,"MAT_231","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",31.2882001,-81.320269,"MAT_236","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",31.2424476,-81.324251,"MAT_237","Atlantic","NA","HAR","NA","NA"
"ece3.4936","Fish",32.8036667,-79.973833,"MAT_263","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.8391666,-79.988667,"MAT_264","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.8086667,-79.965,"MAT_270","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.92016,-80.14514,"MAT_279","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.91083,-80.1361,"MAT_282","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7615,-79.9465,"MAT_284","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7738333,-79.864667,"MAT_293","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7531666,-79.899833,"MAT_295","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7556667,-79.931833,"MAT_305","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7573333,-79.937167,"MAT_306","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.77297,-79.84208,"MAT_307","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7753333,-79.913333,"MAT_309","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",32.7541667,-79.926667,"MAT_337","Atlantic","NA","SCA","NA","NA"
"ece3.4936","Fish",29.2254667,-83.08475,"MAT_338","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.28785,-83.144067,"MAT_341","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.21985,-83.0766,"MAT_342","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2315833,-83.059433,"MAT_344","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.1479167,-83.071333,"MAT_353","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2832833,-83.164667,"MAT_354","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2868667,-83.080733,"MAT_356","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2693167,-83.081683,"MAT_358","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2692167,-83.107567,"MAT_362","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.1599167,-83.0625,"MAT_365","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.3386,-83.171533,"MAT_370","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.3040667,-83.171233,"MAT_376","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2928,-83.166633,"MAT_385","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.3064,-83.173867,"MAT_386","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2692167,-83.107483,"MAT_387","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",29.2753167,-83.0903,"MAT_388","Northeastern","NA","CEK","NA","NA"
"ece3.4936","Fish",26.8219167,-82.170517,"MAT_393","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9642333,-82.214833,"MAT_394","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9989833,-82.25535,"MAT_403","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.8034167,-82.188317,"MAT_415","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.7815,-82.161233,"MAT_418","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9565833,-82.224867,"MAT_419","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9942833,-82.252033,"MAT_420","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9701333,-82.014117,"MAT_433","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9735333,-82.183,"MAT_435","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",NA,-82.014117,"MAT_437","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9374,-82.185833,"MAT_440","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.93925,-82.188783,"MAT_443","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.8198667,-82.246033,"MAT_452","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9629667,-81.999033,"MAT_453","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.95845,-82.011867,"MAT_465","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.95435,-82.094983,"MAT_466","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.8221333,-82.060333,"MAT_467","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.9436167,-82.13935,"MAT_469","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.96685,-82.120267,"MAT_470","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",26.6783,-82.089467,"SAB_288","Northeastern","NA","CHA","NA","NA"
"ece3.4936","Fish",28.3499167,-80.670833,"SAB_293","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",27.8961667,-80.501367,"SAB_299","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",27.7467833,-80.425733,"SAB_313","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.4360333,-80.601383,"SAB_323","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.6023167,-80.602033,"SAB_331","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.2082833,-80.641433,"SAB_336","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",27.9945667,-80.641433,"SAB_338","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.2090833,-80.640833,"SAB_341","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",27.8206667,-80.459117,"SAB_343","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.3834667,-80.662833,"SAB_344","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.1316667,-80.62435,"SAB_347","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.0277833,-80.575267,"SAB_349","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.7796833,-80.778383,"SAB_374","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",27.9479667,-80.533767,"SAB_377","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.0183167,-80.567183,"SAB_378","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",28.8916833,-80.567183,"SAB_394","Atlantic","NA","IND","NA","NA"
"ece3.4936","Fish",29.7787167,-84.873167,"SAB_433","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.7787167,-84.873167,"SAB_437","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.7864167,-84.8721,"SAB_441","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.7604167,-84.888967,"SAB_450","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.6905833,-85.207767,"SAB_455","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.70425,-85.1676,"SAB_456","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.8510833,-84.6399,"SAB_458","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.77205,-84.878333,"SAB_459","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.7220333,-84.890167,"SAB_464","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.7649333,-84.886917,"SAB_467","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.6192833,-85.082583,"WAS_001","Northeastern","NA","APA","NA","NA"
"ece3.4936","Fish",29.7843667,-84.888233,"WAS_002","Northeastern","NA","APA","NA","NA"
"rsob190028","Fish",36.7166666666667,121.65,"20","China","RS","Rushan, Yellow Sea","NA","NA"
"rsob190028","Fish",30.05,122.35,"20","China","ZS","Zhoushan, East China Sea","NA","NA"
"rsob190028","Fish",24.3666666666667,118.216666666667,"10","China","XM","Xiamen, East China Sea","NA","NA"
"rsob190028","Fish",22.2666666666667,113.6,"10","China","ZH","Zhuhai, South China Sea","NA","NA"
"rsob190028","Fish",21.5,108.35,"20","China","FCG","Fangchenggang, South China Sea","NA","NA"
"rsob190028","Fish",37.95,138.083333333333,"10","Japan","NI","Niigata, Sea of Japan","NA","NA"
"rsob190028","Fish",33.45,133.566666666667,"10","Japan","KO","Kochi, Pacific Ocean","NA","NA"
"rsob190028","Fish",35.2833333333333,139.716666666667,"10","Japan","YO","Yokosuka, Pacific Ocean","NA","NA"
"rsob190028","Fish",35.55,134.2,"10","Japan","TO","Tottori, Sea of Japan","NA","NA"
"rsob190028","Fish",33.7833333333333,129.633333333333,"10","Japan","IK","Iki Island, Sea of Japan","NA","NA"
"s12864-018-4721-y(1)","Echinoderm",-29.256,16.866,"40","NA","PN","Port Nollot","NA","NA"
"s12864-018-4721-y(1)","Echinoderm",-30.327,17.271,"40","NA","HB","Hondeklipbaii","NA","NA"
"s12864-018-4721-y(1)","Echinoderm",-31.28,17.875,"40","NA","BB","Brandsebaai","NA","NA"
"s12864-018-4721-y(1)","Echinoderm",-32.104,18.298,"40","NA","LB","Lamberstbaai","NA","NA"
"s12864-018-4721-y(1)","Echinoderm",-32.973,17.881,"40","NA","JB","Jacobsbaai","NA","NA"
"s12864-018-4721-y(1)","Echinoderm",-33.913,18.384,"40","NA","SP","Sea Point","NA","NA"
"s12864-018-4721-y(2)","Gastropod",-29.256,16.866,"40","NA","PN","Port Nollot","NA","NA"
"s12864-018-4721-y(2)","Gastropod",-30.327,17.271,"40","NA","HB","Hondeklipbaii","NA","NA"
"s12864-018-4721-y(2)","Gastropod",-31.28,17.875,"40","NA","BB","Brandsebaai","NA","NA"
"s12864-018-4721-y(2)","Gastropod",-32.104,18.298,"40","NA","LB","Lamberstbaai","NA","NA"
"s12864-018-4721-y(2)","Gastropod",-32.973,17.881,"40","NA","JB","Jacobsbaai","NA","NA"
"s12864-018-4721-y(2)","Gastropod",-33.913,18.384,"40","NA","SP","Sea Point","NA","NA"
"ece3.3846","Bivalve",47.82,-53.87,"20","NA","SUN","NA","NA","NA"
"ece3.3846","Bivalve",47.15,-55.1,"21","NA","LTB","NA","NA","NA"
"ece3.3846","Bivalve",47.11,-62.02,"21","NA","MGD","NA","NA","NA"
"ece3.3846","Bivalve",46.13,-63.77,"22","NA","NTS","NA","NA","NA"
"ece3.3846","Bivalve",45.06,-67.02,"12","NA","PSB","NA","NA","NA"
"ece3.3846","Bivalve",44.68,-66.07,"22","NA","BOF","NA","NA","NA"
"ece3.3846","Bivalve",44.52,-60.64,"19","NA","SSM","NA","NA","NA"
"ece3.3846","Bivalve",44.52,-67.03,"20","NA","GMI","NA","NA","NA"
"ece3.3846","Bivalve",42.84,-66.14,"22","NA","SSB","NA","NA","NA"
"ece3.3846","Bivalve",42.44,-70.39,"22","NA","GMO","NA","NA","NA"
"ece3.3846","Bivalve",NA,NA,NA,"NA","","NA","NA","NA"
"eva.12432","Bivalve",47.82,-53.87,"20","NA","SUN","NA","NA","NA"
"eva.12432","Bivalve",47.15,-55.1,"21","NA","LTB","NA","NA","NA"
"eva.12432","Bivalve",47.11,-62.02,"21","NA","MGD","NA","NA","NA"
"eva.12432","Bivalve",46.13,-63.77,"22","NA","NTS","NA","NA","NA"
"eva.12432","Bivalve",45.06,-67.02,"12","NA","PSB","NA","NA","NA"
"eva.12432","Bivalve",44.68,-66.07,"22","NA","BOF","NA","NA","NA"
"eva.12432","Bivalve",44.52,-60.64,"19","NA","SSM","NA","NA","NA"
"eva.12432","Bivalve",44.52,-67.03,"20","NA","GMI","NA","NA","NA"
"eva.12432","Bivalve",42.84,-66.14,"22","NA","SSB","NA","NA","NA"
"eva.12432","Bivalve",42.44,-70.39,"22","NA","GMO","NA","NA","NA"
"eva.12432","Bivalve",NA,NA,NA,"NA","","NA","NA","NA"
"fsx160","Fish",55.65,10.76,"40","NA","STO ","NA","NA","NA"
"fsx160","Fish",57.16,11.65,"40","NA","KAT ","NA","NA","NA"
"fsx160","Fish",57.78,9.99,"40","NA","SKA ","NA","NA","NA"
"fsx160","Fish",54.52,7.89,"40","NA","GER ","NA","NA","NA"
"fsx160","Fish",52.92,2.24,"28","NA","NOR ","NA","NA","NA"
"fsx160","Fish",51.39,3.17,"40","NA","BEL8 ","NA","NA","NA"
"fsx160","Fish",51.22,2.83,"24","NA","BEL9 ","NA","NA","NA"
"fsx160","Fish",51.47,1.33,"40","NA","THA ","NA","NA","NA"
"fsx160","Fish",50.78,1.48,"40","NA","ECH ","NA","NA","NA"
"fsx160","Fish",49.66,-2.13,"40","NA","WCH ","NA","NA","NA"
"fsx160","Fish",45.92,-1.69,"40","NA","GAS ","NA","NA","NA"
"fsx160","Fish",43.55,-1.57,"39","NA","SJL ","NA","NA","NA"
"fsx160","Fish",43.6,-8.86,"40","NA","SPA ","NA","NA","NA"
"fsx160","Fish",42.14,-9.28,"40","NA","POR ","NA","NA","NA"
"fsx160","Fish",38.35,-9.35,"39","NA","LIS ","NA","NA","NA"
"fsx160","Fish",52.21,-5.33,"40","NA","IS ","NA","NA","NA"
"fsx160","Fish",50.81,-5.01,"40","NA","CS ","NA","NA","NA"
"s10126-017-9786-0","Fish",38.9166666666667,117.983333333333,"20","NA","TJ","NA","NA","NA"
"s10126-017-9786-0","Fish",37.5166666666667,121.566666666667,"19","NA","YT","NA","NA","NA"
"s10126-017-9786-0","Fish",36.7166666666667,122.033333333333,"20","NA","WD","NA","NA","NA"
"s10126-017-9786-0","Fish",34.85,119.433333333333,"16","NA","LYG","NA","NA","NA"
"s10126-017-9786-0","Fish",32.1333333333333,121.9,"19","NA","LS","NA","NA","NA"
"s10126-017-9786-0","Fish",29.9166666666667,122.633333333333,"14","NA","ZS","NA","NA","NA"
"s10126-017-9786-0","Fish",27.85,121.333333333333,"20","NA","WZ","NA","NA","NA"
"s10126-017-9786-0","Fish",23.25,116.916666666667,"17","NA","ST","NA","NA","NA"
"s10126-017-9786-0","Fish",21.05,110.75,"20","NA","ZJ","NA","NA","NA"
"s10126-017-9786-0","Fish",20.6833333333333,109.666666666667,"20","NA","HK","NA","NA","NA"
"s10126-017-9786-0","Fish",21.35,109.333333333333,"16","NA","TSG","NA","NA","NA"
"s10126-017-9786-0","Fish",21.4,108.366666666667,"18","NA","FCG","NA","NA","NA"
"s12915-015-0130-8","Fish",55.7013888888889,12.5986111111111,"36","Kattegat","COP","Copenhagen","NA","NA"
"s12915-015-0130-8","Fish",60.4025,18.1847222222222,"36","Bothnian Sea","FOR","Forsmark","NA","NA"
"s12915-015-0130-8","Fish",56.1702777777778,15.4094444444444,"36","Baltic Proper","KAR","Karlskrona","NA","NA"
"s12915-015-0130-8","Fish",62.3838888888889,25.9144444444444,"36","Bothnian Sea","KAS","Kaskinen","NA","NA"
"s12915-015-0130-8","Fish",53.8705555555556,14.2841666666667,"36","Karsibor","KBOR","Karsibor","NA","NA"
"s12915-015-0130-8","Fish",59.5494444444444,26.5969444444444,"36","Gulf of Finland","LET","Letipea","NA","NA"
"s12915-015-0130-8","Fish",56.6494444444444,9.95138888888889,"36","Kattegat","MAR","Mariager Fjord","NA","NA"
"s12915-015-0130-8","Fish",58.6511111111111,17.1005555555556,"36","Baltic Proper","NYK","Nyköping","NA","NA"
"s12915-015-0130-8","Fish",60.0538888888889,29.9711111111111,"36","Gulf of Finland","PET","Petergofa","NA","NA"
"s12915-015-0130-8","Fish",64.4783333333333,24.2202777777778,"36","Bothnian Bay","PJM","Pyhäjoki","NA","NA"
"ece3.2872","Crustacean",48.492,-58.658,"22","NA","SGB","St. George's Bay, NL","NA","NA"
"ece3.2872","Crustacean",47.102,-54.184,"22","NA","PLB","Placentia Bay, NL","NA","NA"
"ece3.2872","Crustacean",47.473,-61.738,"22","NA","BDB","Baie de Bassin, QC","NA","NA"
"ece3.2872","Crustacean",46.141,-60.202,"22","NA","SYH","Sydney Harbour, NS","NA","NA"
"ece3.2872","Crustacean",46.069,-61.391,"22","NA","MBO","Mabou, NS","NA","NA"
"ece3.2872","Crustacean",46.192,-62.588,"22","NA","BRN","Brudenell River, PE","NA","NA"
"ece3.2872","Crustacean",44.658,-63.442,"22","NA","CLH","Cole Harbour, NS","NA","NA"
"ece3.2872","Crustacean",43.84,-64.805,"21","NA","KJI","Kejimkujik, NS","NA","NA"
"ece3.2872","Crustacean",44.888,-66.918,"22","NA","CBI","Campobello Island, NB","NA","NA"
"ece3.2872","Crustacean",43.04,-70.71,"22","NA","NWH","New Hampshire","NA","NA"
"ece3.2872","Crustacean",39.588,-74.288,"22","NA","TKT","Tuckerton, NJ","NA","NA"
"pnas.1617728114","Fish",65.8666666666667,22.7166666666667,"47","NA","BK","Gulf of Bothnia (Kalix)","NA","NA"
"pnas.1617728114","Fish",61.75,17.5,"100","NA","BU","Bothnian Sea (Hudiksvall)","NA","NA"
"pnas.1617728114","Fish",60.7166666666667,17.3,"100","NA","BÄV","Bothnian Sea (Gävle)","NA","NA"
"pnas.1617728114","Fish",60.7166666666667,17.3,"100","NA","BÄS","Bothnian Sea (Gävle)","NA","NA"
"pnas.1617728114","Fish",60.7333333333333,17.5833333333333,"100","NA","BÄH","Bothnian Sea (Gävle)","NA","NA"
"pnas.1617728114","Fish",60.5833333333333,17.8,"50","NA","BH","Bothnian Sea (Hästskär)","NA","NA"
"pnas.1617728114","Fish",59.4333333333333,18.3,"50","NA","BV","Central Baltic Sea (Vaxholm)","NA","NA"
"pnas.1617728114","Fish",57.8333333333333,16.45,"49","NA","BG","Central Baltic Sea (Gamleby)","NA","NA"
"pnas.1617728114","Fish",57.65,17.1166666666667,"100","NA","BR","Central Baltic Sea (Kalmar)","NA","NA"
"pnas.1617728114","Fish",56.1666666666667,15.55,"100","NA","BA","Central Baltic Sea (Karlskrona)","NA","NA"
"pnas.1617728114","Fish",55.4,15.85,"100","NA","BC","Central Baltic Sea","NA","NA"
"pnas.1617728114","Fish",54.8333333333333,11.5,"50","NA","BF","Southern Baltic Sea (Fehmarn)","NA","NA"
"pnas.1617728114","Fish",57.05,12.1833333333333,"50","NA","KT","Kattegat (Träslövs.läge)","NA","NA"
"pnas.1617728114","Fish",57.7166666666667,11.7,"100","NA","KB","Kattegat (Björköfjorden)","NA","NA"
"pnas.1617728114","Fish",58.3166666666667,11.35,"100","NA","SB","Skagerrak (Brofjorden)","NA","NA"
"pnas.1617728114","Fish",58.5,11.2166666666667,"49","NA","SH","Skagerrak (Hamburgsund)","NA","NA"
"pnas.1617728114","Fish",58.1,6.16666666666667,"49","NA","NS","North Sea","NA","NA"
"pnas.1617728114","Fish",64.8666666666667,10.25,"49","NA","AB1","Atlantic Ocean (Bergen)","NA","NA"
"pnas.1617728114","Fish",60.5833333333333,5,"8","NA","AB2","Atlantic Ocean (Bergen)","NA","NA"
"pnas.1617728114","Fish",65.8166666666667,-12.9666666666667,"100","NA","AI","Atlantic Ocean (Höfn)","NA","NA"
"pnas.1617728114","Fish",48.8166666666667,-53.3333333333333,"49","NA","WBoB","Bonavista Bay","NA","NA"
"pnas.1617728114","Fish",47.2833333333333,-55.6333333333333,"50","NA","WFB","Fortune Bay","NA","NA"
"pnas.1617728114","Fish",48,-65.85,"41","NA","WInB","Inner Baie Des Chaleurs","NA","NA"
"pnas.1617728114","Fish",46.3166666666667,-64.15,"49","NA","WNsS","Northumberland Strait","NA","NA"
"pnas.1617728114","Fish",45.7333333333333,-62.6,"50","NA","WNsF","Northumberland Strait","NA","NA"
"pnas.1617728114","Fish",43.2666666666667,-66.3,"48","NA","WGeB","German Banks","NA","NA"
"peerj.9722","Gastropod",29.02,-118.206,"NA","1","GI","Guadalupe Island","NA","NA"
"peerj.9722","Gastropod",29.79,-115.7901,"NA","2","SJI","San Jeronimo Island","NA","NA"
